Number,Arabic,English
4034,الذِّلَّةُ,The humiliation
4035,وَبَاءُوا,And they came
4036,وَالصَّابِئِينَ,And the two people
4037,فَوْقَكُمُ,Your trust
4038,عَلِمْتُمُ,You taught
4039,قِرَدَةً,A monkey
4040,خَاسِئِينَ,Two people
4041,فَجَعَلْنَاهَا,So we made it
4042,نَكَالًا,Nakal
4043,تُؤْمَرُونَ,You are commanded
4044,لَوْنُهَا,Long it
4045,تَشَابَهَ,similarity
4046,لَمُهْتَدُونَ,They are guided
4047,الْحَرْثَ,The plow
4048,مُخْرِجٌ,Director
4049,وَيُرِيكُمْ,And show you
4050,قَسَتْ,I was measured
4051,خَلَا,Black
4052,تَمَسَّنَا,We seek us
4053,يُخْلِفَ,It is succeeded
4054,تَشْهَدُونَ,You testify
4055,يُرَدُّونَ,They respond
4056,وَأَيَّدْنَاهُ,And we supported it
4057,كَذَّبْتُمْ,You lied
4058,غُلْفٌ,Great
4059,عَرَفُوا,Know
4060,اشْتَرَوْا,they bought
4061,أَنْبِيَاءَ,Apartments
4062,وَعَصَيْنَا,And our disobedience
4063,الدَّارُ,The house
4064,فَتَمَنَّوُا,So they wish
4065,يُعَمَّرُ,He lives
4066,نَزَّلَهُ,catarrh
4067,الْمَرْءِ,The one
4068,اشْتَرَاهُ,He bought it
4069,خَلَاقٍ,creative
4070,يُنَزَّلَ,goes down
4071,يَخْتَصُّ,Specialize
4072,بِرَحْمَتِهِ,His mercy
4073,وَدَّ,friendship
4074,تَجِدُوهُ,You find it
4075,أَجْرُهُ,Rent
4076,لَيْسَتِ,It is not
4077,قَوْلِهِمْ,They say
4078,وَسَعَى,He seeks
4079,يَدْخُلُوهَا,Enter it
4080,الْمَشْرِقُ,Orient
4081,وَالْمَغْرِبُ,And the Moroccan
4082,قَانِتُونَ,You have been
4083,بَدِيعُ,Badaa
4084,تَرْضَى,It is satisfied
4085,لِلطَّائِفِينَ,For those who are families
4086,وَالرُّكَّعِ,And kneeling
4087,وَاجْعَلْنَا,And make us
4088,وَابْعَثْ,And send
4089,أَسْلَمْتُ,I became Muslim
4090,تَمُوتُنَّ,You die
4091,تَهْتَدُوا,Getting guided
4092,قُولُوا,Say
4093,النَّبِيُّونَ,The prophets
4094,جَعَلْنَاكُمْ,We made you
4095,لِتَكُونُوا,To be
4096,قِبْلَةً,Kiss
4097,وَحَيْثُ,And where
4098,فَوَلُّوا,So they
4099,شَطْرَهُ,Hitting it
4100,بِتَابِعٍ,With a follower
4101,يَعْرِفُونَهُ,They know it
4102,فَاسْتَبِقُوا,Follow them
4103,خَرَجْتَ,I came out
4104,حُجَّةٌ,argument
4105,تَخْشَوْهُمْ,They fear them
4106,وَيُعَلِّمُكُمُ,And he teaches you
4107,اسْتَعِينُوا,Seek help
4108,أَمْوَاتٌ,Women
4109,أَحْيَاءٌ,Biology
4110,وَلَنَبْلُوَنَّكُمْ,Let us give you
4111,الْخَوْفِ,the fear
4112,وَنَقْصٍ,And a deficiency
4113,أَصَابَتْهُمْ,They hit them
4114,شَعَائِرِ,Displacement
4115,تَطَوَّعَ,volunteering
4116,وَإِلَهُكُمْ,And your God
4117,وَتَصْرِيفِ,And the cheerful
4118,الرِّيَاحِ,The wind
4119,يَتَّخِذُ,It takes
4120,تَبَرَّأَ,He was innocent
4121,وَرَأَوُا,And they saw
4122,حَسَرَاتٍ,Losses
4123,بِخَارِجِينَ,Without
4124,الْمَيْتَةَ,The dead
4125,وَلَحْمَ,And the flesh
4126,يُكَلِّمُهُمُ,They speak to them
4127,يُزَكِّيهِمْ,Zakat them
4128,قِبَلَ,Before
4129,الْمَالَ,Money
4130,حُبِّهِ,grain
4131,وَالْمَسَاكِينَ,And the sins
4132,وَأَقَامَ,And stay
4133,بِالْأُنْثَى,Female
4134,فَعِدَّةٌ,A promise
4135,أُخَرَ,else
4136,فِدْيَةٌ,ransom
4137,مِنْكُمُ,From you
4138,الشَّهْرَ,the month
4139,الْعِدَّةَ,The enemy
4140,فَلْيَسْتَجِيبُوا,Let them respond
4141,لِبَاسٌ,Baba
4142,عَاكِفُونَ,Come on
4143,لِتَأْكُلُوا,To eat
4144,أَمْوَالِ,funds
4145,الْبُيُوتَ,Bayout
4146,ثَقِفْتُمُوهُمْ,You have stopped them
4147,وَالْفِتْنَةُ,And the temptation
4148,قَاتَلُوكُمْ,They killed you
4149,وَقَاتِلُوهُمْ,And fight them
4150,عُدْوَانَ,aggression
4151,قِصَاصٌ,punishment
4152,بِأَيْدِيكُمْ,With your hands
4153,الْحَجَّ,Pilgrimage
4154,اسْتَيْسَرَ,Istir
4155,الْهَدْيِ,The guidance
4156,رُءُوسَكُمْ,Your heads
4157,مَحِلَّهُ,His solution
4158,صَدَقَةٍ,charity
4159,ثَلَاثَةِ,three
4160,رَجَعْتُمْ,You returned
4161,يَعْلَمْهُ,Know it
4162,تَبْتَغُوا,You seek
4163,أَفَضْتُمْ,You have gone
4164,أَفِيضُوا,Do they abort
4165,وَقِنَا,And we have
4166,تَأَخَّرَ,Lateness
4167,قَوْلُهُ,He said it
4168,قَلْبِهِ,His heart
4169,الْخِصَامِ,Divorge
4170,اتَّقِ,Fear
4171,أَخَذَتْهُ,I took it
4172,وَيَسْخَرُونَ,And they are harnessed
4173,فَبَعَثَ,So he sent
4174,مَعَهُمُ,With them
4175,اخْتَلَفَ,Cheated
4176,وَزُلْزِلُوا,Zallu
4177,نَصْرَ,Victory
4178,وَعَسَى,And the most
4179,تَكْرَهُوا,Check them
4180,وَالْمَسْجِدِ,And the mosque
4181,يَزَالُونَ,They are still
4182,دِينِهِ,Religion
4183,كَافِرٌ,kafir
4184,الْخَمْرِ,Wine
4185,وَالْمَيْسِرِ,And the facilitator
4186,إِثْمٌ,sin
4187,الْعَفْوَ,Amnesties
4188,يُؤْمِنَّ,Believes
4189,أَعْجَبَتْكُمْ,I like you
4190,وَيُبَيِّنُ,It shows
4191,يُؤَاخِذُكُمُ,I take you
4192,يُؤَاخِذُكُمْ,I take you
4193,أَرْبَعَةِ,four
4194,يَتَرَبَّصْنَ,They are lurking
4195,بِأَنْفُسِهِنَّ,With themselves
4196,إِصْلَاحًا,Follow
4197,وَلَهُنَّ,And among them
4198,تَأْخُذُوا,Take you
4199,يَتَعَدَّ,It is prepared
4200,طَلَّقَهَا,He divorced it
4201,غَيْرَهُ,Jealous
4202,فَبَلَغْنَ,So they were
4203,ضِرَارًا,Duar
4204,وَالْحِكْمَةِ,And judgment
4205,تَعْضُلُوهُنَّ,Flee them
4206,يُوعَظُ,He preached
4207,وَأَطْهَرُ,And purify
4208,أَوْلَادَهُنَّ,Their children
4209,يُتِمَّ,Complete
4210,تُكَلَّفُ,Cover
4211,مَوْلُودٌ,born
4212,تَرَاضٍ,Permanent
4213,أَرَدْتُمْ,You wanted
4214,يُتَوَفَّوْنَ,They missed
4215,أَرْبَعَةَ,four
4216,بَلَغْنَ,Long
4217,فَعَلْنَ,He declared
4218,أَنْفُسِهِنَّ,themselves
4219,النِّكَاحِ,Marriage
4220,قَدَرُهُ,capacity
4221,طَلَّقْتُمُوهُنَّ,You divorced them
4222,فَرَضْتُمْ,You are satisfied
4223,يَعْفُوَ,Pardon
4224,وَصِيَّةً,Commandment
4225,مُوتُوا,They died
4226,يُقْرِضُ,Limited
4227,فَيُضَاعِفَهُ,He will hear it
4228,أَضْعَافًا,Weakening
4229,الْمَلَإِ,The hope
4230,مَلِكًا,King
4231,عَسَيْتُمْ,Asat
4232,تُقَاتِلُوا,Fear
4233,نَبِيُّهُمْ,Their Prophet
4234,يُؤْتَ,It is done
4235,بَسْطَةً,Simply
4236,مُلْكَهُ,queen
4237,آلُ,The
4238,تَحْمِلُهُ,You carry it
4239,طَاقَةَ,energy
4240,وَجُنُودِهِ,And its soldiers
4241,غَلَبَتْ,She dominated
4242,فِئَةً,category
4243,بَرَزُوا,They highlighted
4244,أَفْرِغْ,Empty
4245,وَثَبِّتْ,And proven
4246,أَقْدَامَنَا,Our feet
4247,وَانْصُرْنَا,We support us
4248,دَفْعُ,Pay
4249,لَفَسَدَتِ,It spoiled
4250,وَلَكِنِ,But
4251,اقْتَتَلُوا,Come on
4252,الْقَيُّومُ,The resurrection
4253,يُحِيطُونَ,They are surrounded
4254,اسْتَمْسَكَ,I seek you
4255,بِالْعُرْوَةِ,With nakedness
4256,الْوُثْقَى,The document
4257,آتَاهُ,He came to him
4258,لَبِثْتَ,You met
4259,لَبِثْتُ,I met
4260,أَرِنِي,Show me
4261,تُؤْمِنْ,believe
4262,أَرْبَعَةً,four
4263,جُزْءًا,Part
4264,مَنًّا,from U.S
4265,مَعْرُوفٌ,a favour
4266,تُبْطِلُوا,They invalidate
4267,رِئَاءَ,Receive
4268,فَمَثَلُهُ,He is like him
4269,أَحَدُكُمْ,One of you
4270,ذُرِّيَّةٌ,offspring
4271,أَخْرَجْنَا,Leave us
4272,تُنْفِقُونَ,You spend
4273,يَعِدُكُمُ,I promise you
4274,يَعِدُكُمْ,I promise you
4275,هُدَاهُمْ,They guided them
4276,يُوَفَّ,He passes
4277,ضَرْبًا,Calculating
4278,الْبَيْعَ,The sale
4279,مَوْعِظَةٌ,sermon
4280,كَفَّارٍ,Unbelievers
4281,تُبْتُمْ,You died
4282,فَلَكُمْ,For you
4283,رُءُوسُ,Heads
4284,تُوَفَّى,Died
4285,يَأْبَ,Come on
4286,وَلْيَتَّقِ,And to fear
4287,يَسْتَطِيعُ,Can
4288,رِجَالِكُمْ,Your men
4289,صَغِيرًا,Young
4290,أَقْسَطُ,The most desired
4291,وَأَقْوَمُ,And I do
4292,وَأَشْهِدُوا,And testify
4293,الشَّهَادَةَ,Certificate
4294,رُسُلِهِ,His messengers
4295,يُكَلِّفُ,it costs
4296,تَحْمِلْ,Bearing
4297,قَبْلِنَا,Before us
4298,مَوْلَانَا,Mawlana
4299,أُمُّ,Mother
4300,فَيَتَّبِعُونَ,They follow
4301,وَابْتِغَاءَ,And seek
4302,تَأْوِيلَهُ,His interpretation
4303,وَهَبْ,And he gave
4304,الْوَهَّابُ,The Giver of All
4305,جَامِعُ,Mosque
4306,فِئَتَيْنِ,Two categories
4307,فِئَةٌ,category
4308,حُسْنُ,Hassan
4309,وَالصَّادِقِينَ,And the ratifies
4310,وَالْقَانِتِينَ,And the two mortars
4311,وَجْهِيَ,I am
4312,يُدْعَوْنَ,Calling
4313,وَوُفِّيَتْ,I missed
4314,تُؤْتِي,You come
4315,بِيَدِكَ,Your hand
4316,الْخَيْرُ,The good
4317,وَتُخْرِجُ,And it comes out
4318,يَتَّخِذِ,It takes
4319,تَتَّقُوا,Fear
4320,وَيُحَذِّرُكُمُ,And warn you
4321,بَيْنَهَا,Between it
4322,فَاتَّبِعُونِي,So follow me
4323,وَآلَ,And a family
4324,بَعْضُهَا,Some of them
4325,نَذَرْتُ,I was vowed
4326,الذَّكَرُ,The remembrance
4327,الرَّجِيمِ,The dreamer
4328,نَبَاتًا,Points
4329,دَخَلَ,Enter
4330,الْمِحْرَابَ,The prohibition
4331,لَكِ,for you
4332,الدُّعَاءِ,Pray for
4333,يُصَلِّي,It is prayed
4334,الْمِحْرَابِ,The prohibition
4335,بِكَلِمَةٍ,In a word
4336,آيَتُكَ,Your verse
4337,تُكَلِّمَ,speak
4338,وَالْإِبْكَارِ,And the innovation
4339,نُوحِيهِ,We do it
4340,يُلْقُونَ,They are met
4341,وَجِيهًا,Wali
4342,وَكَهْلًا,And the whole
4343,يَمْسَسْنِي,Song of me
4344,وَالتَّوْرَاةَ,And the synthesis
4345,كَهَيْئَةِ,Kahiya
4346,الْأَكْمَهَ,Akle
4347,وَالْأَبْرَصَ,And the ripe
4348,وَمُصَدِّقًا,And believe
4349,يَدَيَّ,my hand
4350,أَنْصَارِي,My supporter
4351,أَنْصَارُ,Ansar
4352,وَاشْهَدْ,And bear witness
4353,بِأَنَّا,I am
4354,أَنْزَلْتَ,You got off
4355,فَاكْتُبْنَا,We wrote
4356,الْمَاكِرِينَ,The Macrors
4357,فَيُوَفِّيهِمْ,He will fulfill them
4358,مَثَلَ,Such as
4359,لَعْنَتَ,You cursed
4360,بِالْمُفْسِدِينَ,With the spoilers
4361,كَلِمَةٍ,a word
4362,فَقُولُوا,So say
4363,تُحَاجُّونَ,They need
4364,مُسْلِمًا,Muslim
4365,يُضِلُّونَ,They are misleading
4366,يُؤْتَى,It comes
4367,بِيَدِ,Bid
4368,تَأْمَنْهُ,It is safe
4369,يُؤَدِّهِ,It is performed
4370,الْأُمِّيِّينَ,The illiterate
4371,بِعَهْدِهِ,With his covenant
4372,وَاتَّقَى,And fear
4373,عِبَادًا,Worship
4374,تَدْرُسُونَ,You study
4375,وَكَرْهًا,And his hatred
4376,الْإِسْلَامِ,Islam
4377,يُقْبَلَ,It is accepted
4378,وَجَاءَهُمُ,And they came
4379,ازْدَادُوا,They increased
4380,تُقْبَلَ,Accept
4381,أَحَدِهِمْ,One of them
4382,تُنَزَّلَ,It is revealed
4383,صَدَقَ,Truth
4384,بَيِّنَاتٌ,Senate
4385,شُهَدَاءُ,Martyrs
4386,وَفِيكُمْ,And in you
4387,وَاعْتَصِمُوا,Standing up
4388,فَأَصْبَحْتُمْ,So you became
4389,إِخْوَانًا,Brothers
4390,شَفَا,verge
4391,وَتُؤْمِنُونَ,And you believe
4392,وَأَكْثَرُهُمُ,And most of them
4393,ثُقِفُوا,Stand up
4394,لَيْسُوا,They are not
4395,قَائِمَةٌ,existing
4396,آنَاءَ,vessel
4397,يَفْعَلُوا,They do
4398,بِالْمُتَّقِينَ,With the righteous
4399,ظَلَمَهُمُ,They wronged them
4400,خَبَالًا,Bad
4401,عَنِتُّمْ,I am
4402,تُخْفِي,Hide
4403,أُولَاءِ,these
4404,الْغَيْظِ,Identity
4405,تَسُؤْهُمْ,They are offended
4406,كَيْدُهُمْ,Their affiliation
4407,أَهْلِكَ,Your family
4408,مَقَاعِدَ,Seating
4409,هَمَّتْ,I have been concerned
4410,طَائِفَتَانِ,Two sects
4411,نَصَرَكُمُ,We support you
4412,آلَافٍ,Alaf
4413,وَلِتَطْمَئِنَّ,And to reassure
4414,يُعَذِّبَهُمْ,He tortures them
4415,وَجَنَّةٍ,Paradise
4416,عَرْضُهَا,Its presentation
4417,فَاسْتَغْفَرُوا,So ask forgiveness
4418,الذُّنُوبَ,Sins
4419,وَجَنَّاتٌ,Heaven
4420,فَسِيرُوا,"So, please"
4421,وَمَوْعِظَةٌ,And a preaching
4422,الْأَعْلَوْنَ,The highest
4423,قَرْحٌ,A sore
4424,وَلِيُمَحِّصَ,And do not examine
4425,وَيَعْلَمَ,And know
4426,أَفَإِنْ,So if
4427,مَاتَ,Die
4428,انْقَلَبْتُمْ,You turned
4429,يَنْقَلِبْ,It turns
4430,اسْتَكَانُوا,They were reluctant
4431,فَتَنْقَلِبُوا,So they turned
4432,سَنُلْقِي,We will get up
4433,وَمَأْوَاهُمُ,And they woke up
4434,وَالرَّسُولُ,And the Messenger
4435,أَمَنَةً,Safe
4436,يُخْفُونَ,They hide
4437,قُتِلْتُمْ,You were killed
4438,مُتُّمْ,Complete
4439,لَإِلَى,To
4440,فَاعْفُ,"So, help"
4441,فَتَوَكَّلْ,So you can be reluctant
4442,غَالِبَ,Glory
4443,يَنْصُرُكُمْ,He will support you
4444,رِضْوَانَ,Radwan
4445,بَاءَ,B
4446,أَصَابَتْكُمْ,I hit you
4447,فَبِإِذْنِ,So the permission
4448,نَافَقُوا,They agreed
4449,يُرْزَقُونَ,They are grateful
4450,يَلْحَقُوا,They join
4451,بِنِعْمَةٍ,Banning
4452,أَصَابَهُمُ,They hit them
4453,يُخَوِّفُ,Fear
4454,أَوْلِيَاءَهُ,His parents
4455,نُمْلِي,We hope
4456,لِيَزْدَادُوا,To increase
4457,يَجْتَبِي,Come on
4458,بَخِلُوا,Leave them
4459,مِيرَاثُ,legacy
4460,سَمِعَ,he heard
4461,فَقِيرٌ,poor
4462,أَغْنِيَاءُ,Sing
4463,سَنَكْتُبُ,We will write
4464,وَنَقُولُ,And we say
4465,وَالزُّبُرِ,And zoom
4466,الْمُنِيرِ,The minor
4467,أُجُورَكُمْ,Your wages
4468,وَأُدْخِلَ,And enter
4469,فَازَ,had won
4470,الْغُرُورِ,The vanity
4471,يَفْرَحُونَ,They rejoice
4472,وَقُعُودًا,And a lukewarm
4473,خَلَقْتَ,You created
4474,بَاطِلًا,Sleeping
4475,فَآمَنَّا,We believed
4476,وَتَوَفَّنَا,And we died
4477,الْأَبْرَارِ,The righteous
4478,عَمَلَ,a job
4479,وَأُوذُوا,And they are over
4480,وَقَاتَلُوا,And they fought
4481,لَأُكَفِّرَنَّ,I will disbelieve
4482,وَنِسَاءً,And wretched
4483,رَقِيبًا,Survivor
4484,وَثُلَاثَ,And three
4485,وَرُبَاعَ,And a rabbit
4486,بَلَغُوا,They reached
4487,رُشْدًا,Rushing
4488,فَقِيرًا,Pure
4489,لِلرِّجَالِ,for men
4490,وَلِلنِّسَاءِ,And the women
4491,مَفْرُوضًا,Imported
4492,تَرَكُوا,Leave
4493,سَدِيدًا,Saddish
4494,حَظِّ,luck
4495,فَلَهُنَّ,So they are
4496,أَبَوَاهُ,His father
4497,فَلِأُمِّهِ,His mother
4498,إِخْوَةٌ,Brothers
4499,وَأَبْنَاؤُكُمْ,And your children
4500,الرُّبُعُ,The four
4501,تَرَكْتُمْ,You left
4502,امْرَأَةٌ,a woman
4503,أَخٌ,Brother
4504,أُخْتٌ,sister
4505,وَاللَّاتِي,And the mother
4506,شَهِدُوا,Witness
4507,الْبُيُوتِ,Bayout
4508,فَأَعْرِضُوا,So expose
4509,التَّوْبَةُ,Tawbah
4510,أَحَدَهُمُ,One of them
4511,وَيَجْعَلَ,It makes
4512,وَأَخَوَاتُكُمْ,And your brothers
4513,وَبَنَاتُ,Banat
4514,مُحْصِنِينَ,Two fortresses
4515,مُسَافِحِينَ,Writers
4516,فَآتُوهُنَّ,So they came
4517,يَسْتَطِعْ,It can
4518,أَخْدَانٍ,Akhdan
4519,وَيَهْدِيَكُمْ,And guide you
4520,وَيَتُوبَ,And repent
4521,تَمِيلُوا,Teach
4522,مُدْخَلًا,Entry
4523,اكْتَسَبُوا,Establish
4524,وَاسْأَلُوا,And ask
4525,نَصِيبَهُمْ,Their share
4526,لِلْغَيْبِ,For the absence
4527,الْمَضَاجِعِ,Downtown
4528,بَيْنِهِمَا,Between them
4529,فَابْعَثُوا,So send
4530,حَكَمًا,Judgment
4531,وَالْجَارِ,And the neighbor
4532,بِالْبُخْلِ,With disturbance
4533,بِالْيَوْمِ,Today
4534,قَرِينًا,Quran
4535,رَزَقَهُمُ,They gave them
4536,وَيُؤْتِ,And it is done
4537,لَدُنْهُ,He gave it to him
4538,سُكَارَى,Sukari
4539,جُنُبًا,Approximately
4540,الْغَائِطِ,Negases
4541,لَامَسْتُمُ,You did not
4542,فَتَيَمَّمُوا,So they completed
4543,فَامْسَحُوا,So wipe
4544,بِوُجُوهِكُمْ,With your face
4545,وَأَيْدِيكُمْ,And your hands
4546,تَضِلُّوا,Take me up
4547,وَاسْمَعْ,Hear
4548,بِأَلْسِنَتِهِمْ,In their age
4549,يُشْرَكَ,Share you
4550,يُزَكِّي,Zakat
4551,نَقِيرًا,Nags
4552,مُلْكًا,King
4553,بِجَهَنَّمَ,Hell
4554,جُلُودُهُمْ,Their row
4555,سَنُدْخِلُهُمْ,We will enter them
4556,تَأْوِيلًا,Tawil
4557,الطَّاغُوتِ,The tyrant
4558,لَوَجَدُوا,They found
4559,حَرَجًا,Blessed
4560,تَسْلِيمًا,Silm
4561,وَأَشَدَّ,And tightened
4562,وَالشُّهَدَاءِ,And the testimony
4563,وَالصَّالِحِينَ,And the righteous
4564,حِذْرَكُمْ,Beware of you
4565,نُؤْتِيهِ,We have
4566,تُقَاتِلُونَ,You are fighting
4567,وَالْمُسْتَضْعَفِينَ,And weakening
4568,وَالنِّسَاءِ,And the women
4569,وَالْوِلْدَانِ,And the country
4570,أَهْلُهَا,Her people
4571,كَيْدَ,Kid
4572,الْقِتَالَ,Fighting
4573,فَمَالِ,Mal.
4574,يُبَيِّتُونَ,They show
4575,يَتَدَبَّرُونَ,They manage
4576,بَأْسَ,Same
4577,بَأْسًا,Simple
4578,يَشْفَعْ,It is interrupted
4579,شَفَاعَةً,intercession
4580,رُدُّوهَا,They responded
4581,لَيَجْمَعَنَّكُمْ,To gather you
4582,أَصْدَقُ,believe
4583,أَتُرِيدُونَ,You want
4584,فَخُذُوهُمْ,Take them
4585,وَجَدْتُمُوهُمْ,And you found them
4586,وَأَلْقَوْا,And throw
4587,لِمُؤْمِنٍ,For a believer
4588,خَطَأً,Error
4589,عَدُوٍّ,enemy
4590,شَهْرَيْنِ,two months
4591,مُتَتَابِعَيْنِ,Two followers
4592,تَوْبَةً,Repentance
4593,مُتَعَمِّدًا,Permanent
4594,فَعِنْدَ,So
4595,فَمَنَّ,Who is
4596,ظَالِمِي,Djelhi
4597,فِيمَ,In
4598,أَرْضُ,a land
4599,وَلْيَأْخُذُوا,And let them take
4600,تَأْلَمُونَ,You are familiar with
4601,أَرَاكَ,See you
4602,يَسْتَخْفُونَ,They are hidden
4603,مُحِيطًا,Sitting
4604,يَظْلِمْ,Oppress
4605,يَكْسِبْ,Cursed
4606,يُضِلُّوكَ,They mislead you
4607,يُشَاقِقِ,Checking
4608,شَيْطَانًا,Satan
4609,لَعَنَهُ,a curse
4610,وَلَآمُرَنَّهُمْ,And to command them
4611,يَعِدُهُمُ,They promise them
4612,يُفْتِيكُمْ,I miss you
4613,تَنْكِحُوهُنَّ,You marry them
4614,تَقُومُوا,Take up
4615,سَعَتِهِ,Its capacity
4616,وَصَّيْنَا,Our command
4617,ثَوَابُ,Thawab
4618,قَوَّامِينَ,Two pillars
4619,لِيَهْدِيَهُمْ,To guide them
4620,تَقْعُدُوا,Catch
4621,غَيْرِهِ,Jealous
4622,كُسَالَى,Kasali
4623,يُرَاءُونَ,They see
4624,وَاعْتَصَمُوا,And they are silent
4625,يُؤْتِ,It is done
4626,شَكَرْتُمْ,You thank you
4627,وَآمَنْتُمْ,And you did not
4628,يُفَرِّقُوا,Divide them
4629,يَسْأَلُكَ,He asks you
4630,تُنَزِّلَ,It is revealed
4631,أَكْبَرَ,Larger
4632,أَرِنَا,We showed
4633,بِظُلْمِهِمْ,In their darkness
4634,نَقْضِهِمْ,We break them
4635,الْمَسِيحَ,The messiah
4636,قَتَلُوهُ,They killed him
4637,مَوْتِهِ,His death
4638,أُحِلَّتْ,It was resolved
4639,وَيُونُسَ,And Yunus
4640,زَبُورًا,Zbour
4641,وَرُسُلًا,And messengers
4642,وَظَلَمُوا,And they wronged
4643,طَرِيقًا,Surong
4644,تَغْلُوا,Get up
4645,ثَلَاثَةٌ,three
4646,وَيَهْدِيهِمْ,And guide them
4647,يَرِثُهَا,He inherits it
4648,الصَّيْدِ,the hunt
4649,شَعَائِرَ,Displacement
4650,شَنَآنُ,Shann
4651,وَالتَّقْوَى,And piety
4652,الْمَيْتَةُ,The dead
4653,يَئِسَ,He despaired
4654,وَاخْشَوْنِ,And fear
4655,الطَّيِّبَاتُ,The good things
4656,وَأَيْدِيَكُمْ,And your hands
4657,لِيُطَهِّرَكُمْ,To purify you
4658,تَطَّلِعُ,Catch
4659,بَيْنَهُمُ,between them
4660,رَسُولُنَا,Our Messenger
4661,تُخْفُونَ,You hide
4662,نُورٌ,Noor
4663,رِضْوَانَهُ,His pleasure
4664,سُبُلَ,Camels
4665,يُهْلِكَ,He is for you
4666,وَأُمَّهُ,And his mother
4667,وَآتَاكُمْ,And you brought you
4668,جَبَّارِينَ,Jabarin
4669,نَدْخُلَهَا,Enter it
4670,فَإِنَّكُمْ,You are
4671,فَاذْهَبْ,So go
4672,وَأَخِي,and my brother
4673,سَنَةً,Year
4674,تَأْسَ,Ts
4675,قُرْبَانًا,Near
4676,نَفْسُهُ,Himself
4677,قَتْلَ,killing
4678,فَقَتَلَهُ,He killed him
4679,يُوَارِي,Yawari
4680,سَوْءَةَ,Sweetening
4681,أَحْيَاهَا,Greetings
4682,وَيَسْعَوْنَ,And they will not be
4683,وَأَرْجُلُهُمْ,And their feet
4684,تَقْدِرُوا,You can
4685,الْوَسِيلَةَ,The liquid
4686,ظُلْمِهِ,darkness
4687,لِلْكَذِبِ,To lie
4688,فَخُذُوهُ,Take it
4689,حُكْمُ,Rule
4690,يَتَوَلَّوْنَ,They take over
4691,وَنُورٌ,And light
4692,وَالْأَحْبَارُ,And the darkening
4693,وَكَتَبْنَا,We wrote
4694,بِالنَّفْسِ,With the soul
4695,كَفَّارَةٌ,expiation
4696,بِعِيسَى,Issa
4697,الْإِنْجِيلَ,gospel
4698,الْإِنْجِيلِ,gospel
4699,لِكُلٍّ,for every
4700,لَجَعَلَكُمْ,To make you
4701,احْكُمْ,judge
4702,يُصِيبَهُمْ,It affects them
4703,الْيَهُودَ,Jews
4704,أَقْسَمُوا,Divide them
4705,يَرْتَدَّ,It is worn
4706,وَالْكُفَّارَ,And atonement
4707,أَكْثَرَكُمْ,I have multiplied
4708,بِشَرٍّ,Bashr
4709,وَأَكْلِهِمُ,And eat them
4710,السُّحْتَ,Saht
4711,الْإِثْمَ,Style
4712,يَدُ,hand
4713,وَلَيَزِيدَنَّ,And do not increase
4714,أَقَامُوا,Establish
4715,أَرْجُلِهِمْ,Their men
4716,رِسَالَتَهُ,His messenger
4717,لَسْتُمْ,You are not
4718,يَقْتُلُونَ,They kill
4719,وَصَمُّوا,And they are silent
4720,وَرَبَّكُمْ,And your Lord
4721,ثَلَاثَةٍ,three
4722,يَنْتَهُوا,They end
4723,أَتَعْبُدُونَ,You worship
4724,أَعْيُنَهُمْ,I see them
4725,تَفِيضُ,It is overflowing
4726,الدَّمْعِ,Permanent
4727,أَحَلَّ,Him
4728,الْأَيْمَانَ,Faith
4729,مَسَاكِينَ,Maskin
4730,عَمَلِ,a job
4731,رَسُولِنَا,Our Messenger
4732,ذَوَا,Dua
4733,صَيْدُ,Fishing
4734,وَحُرِّمَ,He was forbidden
4735,وَالْهَدْيَ,And the guidance
4736,أَعْجَبَكَ,You like
4737,تُبْدَ,It appears
4738,فَيُقْسِمَانِ,He divides
4739,ارْتَبْتُمْ,You got
4740,أَنَّهُمَا,They are
4741,أَيْمَانٌ,Faith
4742,جِئْتَهُمْ,I came to them
4743,مَائِدَةً,Building
4744,أُعَذِّبُهُ,I am tormented
4745,أَأَنْتَ,You are
4746,إِلَهَيْنِ,Divinity
4747,أَقُولَ,I say
4748,وَكُنْتُ,I was
4749,دُمْتُ,I went
4750,تُعَذِّبْهُمْ,You torture them
4751,وَأَجَلٌ,And the sake
4752,تَمْتَرُونَ,You go
4753,أَنْبَاءُ,news
4754,نُمَكِّنْ,We can
4755,تَحْتِهِمْ,Under them
4756,وَأَنْشَأْنَا,And we created
4757,قَرْنًا,Corn
4758,لَجَعَلْنَاهُ,To make it
4759,فَحَاقَ,He is right
4760,الرَّحْمَةَ,mercy
4761,كَاشِفَ,He revealed
4762,الْقَاهِرُ,The murmur
4763,وَأُوحِيَ,And I was revealed
4764,نَحْشُرُهُمْ,We gather them
4765,يَسْتَمِعُ,He listens
4766,يُجَادِلُونَكَ,They argue with you
4767,يُهْلِكُونَ,They are
4768,وُقِفُوا,Stand up
4769,لَيْتَنَا,Litta
4770,نُرَدُّ,We respond
4771,بَدَا,seem
4772,بِمَبْعُوثِينَ,With the two
4773,وَرَبِّنَا,And our Lord
4774,فَرَّطْنَا,We were exhausted
4775,يَحْمِلُونَ,They carry
4776,أَوْزَارَهُمْ,Their visit
4777,يَزِرُونَ,They are visiting
4778,كُذِّبَتْ,It was lied
4779,نَصْرُنَا,We support
4780,نَبَإِ,News
